name,state,country,category,is_target
Huston-Tillotson University,TX,USA,university,false
Icahn School of Medicine at Mount Sinai,NY,USA,university,false
Idaho State University,ID,USA,university,false
Iliff School of Theology,CO,USA,university,false
Illinois College,IL,USA,university,false
Illinois College of Optometry,IL,USA,university,false
Illinois Institute of Art,IL,USA,university,false
Illinois Institute of Art-Schaumburg,IL,USA,university,false
Illinois Institute of Technology,IL,USA,university,false
Illinois State University,IL,USA,university,false
Illinois Wesleyan University,IL,USA,university,false
Immaculata University,PA,USA,university,false
Indian River State College,FL,USA,university,false
Indiana Institute of Technology,IN,USA,university,false
Indiana State University,IN,USA,university,false
Indiana University System,IN,USA,university,false
Indiana University of Pennsylvania,PA,USA,university,false
Indiana University-Bloomington,IN,USA,university,false
Indiana University-East,IN,USA,university,false
Indiana University-Kokomo,IN,USA,university,false
Indiana University-Northwest,IN,USA,university,false
Indiana University-South Bend,IN,USA,university,false
Indiana University-Southeast,IN,USA,university,false
Indiana University/Purdue University at Columbus,IN,USA,university,false
Indiana University/Purdue University at Fort Wayne,IN,USA,university,false
Indiana University/Purdue University at Indianapolis,IN,USA,university,false
Indiana Wesleyan University,IN,USA,university,false
Institute for Clinical Social Work,IL,USA,university,false
Institute for the Psychological Sciences,VA,USA,university,false
Institute of American Indian Arts,NM,USA,university,false
Institute of World Politics,DC,USA,university,false
Interdenominational Theological Center,GA,USA,university,false
International Academy East,MI,USA,university,false
Iona College,NY,USA,university,false
Iowa State University,IA,USA,university,false
Iowa Wesleyan College,IA,USA,university,false
Irell & Manella Graduate School of Biological Sciences,CA,USA,university,false
Ithaca College,NY,USA,university,false
J.P. Stevens High School,NJ,USA,high_school,false
Jack M. Barrack Hebrew Academy,PA,USA,university,false
Jackson State University,MS,USA,university,false
Jacksonville State University,AL,USA,university,false
Jacksonville University,FL,USA,university,false
Jacobs University Bremen,BR,DEU,university,false
James Madison University,VA,USA,university,false
Jarvis Christian College,TX,USA,university,false
Jefferson College of Health Sciences,VA,USA,university,false
John Brown University,AR,USA,university,false
John Carroll University,OH,USA,university,false
John F. Kennedy University,CA,USA,university,false
John Horn High School,TX,USA,high_school,false
John Marshall Law School,IL,USA,university,false
Johns Hopkins University,MD,USA,university,false
Johnson & Wales University,RI,USA,university,false
Johnson C. Smith University,NC,USA,university,false
Johnson State College,VT,USA,university,false
Johnson University,TN,USA,university,false
Johnson University Florida,FL,USA,university,false
Jones International University,CO,USA,university,false
Judson College,AL,USA,university,false
Judson University,IL,USA,university,false
Juniata College,PA,USA,university,false
Kalamazoo College,MI,USA,university,false
Kansas City Art Institute,MO,USA,university,false
Kansas City University of Medicine & Biosciences,MO,USA,university,false
Kansas State University,KS,USA,university,false
Kansas State University-Salina,KS,USA,university,false
Kansas Wesleyan University,KS,USA,university,false
Kaplan University,IA,USA,university,false
Kean University,NJ,USA,university,false
Keene State College,NH,USA,university,false
Keiser University,FL,USA,university,false
Kendall College,IL,USA,university,false
Kendall College of Art & Design of Ferris State University,MI,USA,university,false
Kennesaw State University,GA,USA,university,false
Kenrick-Glennon Seminary,MO,USA,university,false
Kent State University,OH,USA,university,false
Kent State University-Ashtabula Campus,OH,USA,university,false
Kent State University-College of Podiatric Medicine,OH,USA,university,false
Kent State University-Columbiana County,OH,USA,university,false
Kent State University-Geauga,OH,USA,university,false
Kent State University-Stark,OH,USA,university,false
Kent State University-Trumbull Campus,OH,USA,university,false
Kent State University-Tuscarawas,OH,USA,university,false
Kentucky Christian University,KY,USA,university,false
Kentucky Mountain Bible College,KY,USA,university,false
Kentucky State University,KY,USA,university,false
Kentucky Wesleyan College,KY,USA,university,false
Kenyon College,OH,USA,university,false
Kettering College,OH,USA,university,false
Kettering University,MI,USA,university,false
Keuka College,NY,USA,university,false
Keystone College,PA,USA,university,false
King College,TN,USA,university,false
King's College,PA,USA,university,false
Knowledge Systems Institute,IL,USA,university,false
Knox College,IL,USA,university,false
Kutztown University of Pennsylvania,PA,USA,university,false
Kuyper College,MI,USA,university,false
LIM College,NY,USA,university,false
La Roche College,PA,USA,university,false
La Salle University,PA,USA,university,false
La Sierra University,CA,USA,university,false
LaGrange College,GA,USA,university,false
Labour̩ College,MA,USA,university,false
Lafayette College,PA,USA,university,false
Laguna College of Art & Design,CA,USA,university,false
Lake Erie College,OH,USA,university,false
Lake Erie College of Osteopathic Medicine,PA,USA,university,false
Lake Forest College,IL,USA,university,false
Lake Forest Graduate School of Management,IL,USA,university,false
Lake Superior State University,MI,USA,university,false
Lake-Sumter State College,FL,USA,university,false
Lakeland College,WI,USA,university,false
Lakeview College of Nursing,IL,USA,university,false
Lamar University,TX,USA,university,false
Lancaster Bible College,PA,USA,university,false
Lancaster Theological Seminary,PA,USA,university,false
Lander University,SC,USA,university,false
Landmark College,VT,USA,university,false
Lane College,TN,USA,university,false
Langston University,OK,USA,university,false
Lasell College,MA,USA,university,false
Lawrence Technological University,MI,USA,university,false
Lawrence University,WI,USA,university,false
Le Moyne College,NY,USA,university,false
LeMoyne-Owen College,TN,USA,university,false
LeTourneau University,TX,USA,university,false
Lebanon Valley College,PA,USA,university,false
Lee University,TN,USA,university,false
Lees-McRae College,NC,USA,university,false
Lehigh University,PA,USA,university,false
Lenoir-Rhyne University,NC,USA,university,false
Lesley University,MA,USA,university,false
Lewis & Clark College,OR,USA,university,false
Lewis University,IL,USA,university,false
Lewis-Clark State College,ID,USA,university,false
Lexington College,IL,USA,university,false
Liberty University,VA,USA,university,false
Life Pacific College,CA,USA,university,false
Life University,GA,USA,university,false
Limestone College,SC,USA,university,false
Lincoln Christian University,IL,USA,university,false
Lincoln College,IL,USA,university,false
Lincoln College of New England,CT,USA,university,false
Lincoln Memorial University,TN,USA,university,false
Lincoln University,MO,USA,university,false
Lincoln University,PA,USA,university,false
Lindenwood University,MO,USA,university,false
Lindsey Wilson College,KY,USA,university,false
Linfield College,OR,USA,university,false
Lipscomb University,TN,USA,university,false
Livingstone College,NC,USA,university,false
Lock Haven University of Pennsylvania,PA,USA,university,false
Logan University,MO,USA,university,false
Loma Linda University,CA,USA,university,false
Long Island University,NY,USA,university,false
Longwood University,VA,USA,university,false
Longy School of Music,MA,USA,university,false
Loras College,IA,USA,university,false
Louisiana College,LA,USA,university,false
Louisiana State University,LA,USA,university,false
Louisiana State University Health Sciences Center-New Orleans,LA,USA,university,false
Louisiana State University System,LA,USA,university,false
Louisiana State University-Alexandria,LA,USA,university,false
Louisiana State University-Shreveport,LA,USA,university,false
Louisiana Tech University,LA,USA,university,false
Louisville Presbyterian Theological Seminary,KY,USA,university,false
Lourdes University,OH,USA,university,false
Lower Moreland High School,PA,USA,high_school,false
Loyola Marymount University,CA,USA,university,false
Loyola University Chicago,IL,USA,university,false
Loyola University Maryland,MD,USA,university,false
Loyola University New Orleans,LA,USA,university,false
Lubbock Christian University,TX,USA,university,false
Luther College,IA,USA,university,false
Luther Seminary,MN,USA,university,false
Lutheran School of Theology at Chicago,IL,USA,university,false
Lutheran Theological Seminary at Gettysburg,PA,USA,university,false
Lutheran Theological Seminary at Philadelphia,PA,USA,university,false
Lycoming College,PA,USA,university,false
Lyme Academy College of Fine Arts,CT,USA,university,false
Lynchburg College,VA,USA,university,false
Lyndon State College,VT,USA,university,false
Lynn University,FL,USA,university,false
Lyon College,AR,USA,university,false
MGH Institute of Health Professions,MA,USA,university,false
MacMurray College,IL,USA,university,false
Macalester College,MN,USA,university,false
Madonna University,MI,USA,university,false
Maharishi University of Management,IA,USA,university,false
Maine College of Art,ME,USA,university,false
Maine Maritime Academy,ME,USA,university,false
Malone University,OH,USA,university,false
Manchester University,IN,USA,university,false
Manhattan Christian College,KS,USA,university,false
Manhattan College,NY,USA,university,false
Manhattan School of Music,NY,USA,university,false
Manhattanville College,NY,USA,university,false
Mansfield University of Pennsylvania,PA,USA,university,false
Maranatha Baptist Bible College,WI,USA,university,false
Maria College of Albany,NY,USA,university,false
Marian University,IN,USA,university,false
Marian University,WI,USA,university,false
Marietta College,OH,USA,university,false
Marine Corps University,VA,USA,university,false
Marist College,NY,USA,university,false
Marlboro College,VT,USA,university,false
Marquette University,WI,USA,university,false
Mars Hill College,NC,USA,university,false
Marshall University,WV,USA,university,false
Martin Luther College,MN,USA,university,false
Martin Methodist College,TN,USA,university,false
Martin University,IN,USA,university,false
Mary Baldwin College,VA,USA,university,false
Marygrove College,MI,USA,university,false
Maryland Institute College of Art,MD,USA,university,false
Maryland University of Integrative Health,MD,USA,university,false
Marylhurst University,OR,USA,university,false
Marymount California University,CA,USA,university,false
Marymount Manhattan College,NY,USA,university,false
Marymount University,VA,USA,university,false
Maryville College,TN,USA,university,false
Maryville University of Saint Louis,MO,USA,university,false
Marywood University,PA,USA,university,false
Massachusetts College of Art & Design,MA,USA,university,false
Massachusetts College of Liberal Arts,MA,USA,university,false
Massachusetts College of Pharmacy & Health Sciences,MA,USA,university,false
Massachusetts Institute of Technology,MA,USA,university,false
Massachusetts Maritime Academy,MA,USA,university,false
Massachusetts School of Law,MA,USA,university,false
Massachusetts School of Professional Psychology,MA,USA,university,false
Maui College,HI,USA,university,false
Mayo Clinic College of Medicine,MN,USA,university,false
Mayville State University,ND,USA,university,false
McCormick Theological Seminary,IL,USA,university,false
McDaniel College,MD,USA,university,false
McGill University,MON,CAN,university,false
McKendree University,IL,USA,university,false
McMurry University,TX,USA,university,false
McNeese State University,LA,USA,university,false
McPherson College,KS,USA,university,false
Medaille College,NY,USA,university,false
Medical College of Wisconsin,WI,USA,university,false
Medical University of South Carolina,SC,USA,university,false
Meharry Medical College,TN,USA,university,false
Memphis College of Art,TN,USA,university,false
Memphis Theological Seminary,TN,USA,university,false
Menlo College,CA,USA,university,false
Mercer University,GA,USA,university,false
Mercy College,NY,USA,university,false
Mercy College of Health Sciences,IA,USA,university,false
Mercy College of Northwest Ohio,OH,USA,university,false
Mercyhurst College,PA,USA,university,false
Meredith College,NC,USA,university,false
Merrimack College,MA,USA,university,false
Messiah College,PA,USA,university,false
Methodist College,IL,USA,university,false
Methodist Theological School in Ohio,OH,USA,university,false
Methodist University,NC,USA,university,false
Metropolitan College of New York,NY,USA,university,false
Metropolitan State University,MN,USA,university,false
Metropolitan State University of Denver,CO,USA,university,false
Miami Dade College,FL,USA,university,false
Miami International University of Art & Design,FL,USA,university,false
Miami University,OH,USA,university,false
Miami University-Regional Campuses,OH,USA,university,false
Michigan School of Professional Psychology,MI,USA,university,false
Michigan State University,MI,USA,university,false
Michigan Technological University,MI,USA,university,false
Mid-America Baptist Theological Seminary,TN,USA,university,false
Mid-America Christian University,OK,USA,university,false
Mid-Atlantic Christian University,NC,USA,university,false
Mid-Continent University,KY,USA,university,false
MidAmerica Nazarene University,KS,USA,university,false
Middle Georgia State College,GA,USA,university,false
Middle Tennessee School of Anesthesia,TN,USA,university,false
Middle Tennessee State University,TN,USA,university,false
Middlebury College,VT,USA,university,false
Midland University,NE,USA,university,false
Midstate College,IL,USA,university,false
Midway College,KY,USA,university,false
Midwestern Baptist Theological Seminary,MO,USA,university,false
Midwestern State University,TX,USA,university,false
Midwestern University,IL,USA,university,false
Miles College,AL,USA,university,false
Miller College,MI,USA,university,false
Millersville University of Pennsylvania,PA,USA,university,false
Milligan College,TN,USA,university,false
Millikin University,IL,USA,university,false
Mills College,CA,USA,university,false
Millsaps College,MS,USA,university,false
Milwaukee Institute of Art & Design,WI,USA,university,false
Milwaukee School of Engineering,WI,USA,university,false
Minneapolis College of Art & Design,MN,USA,university,false
Minnesota State University-Mankato,MN,USA,university,false
Minnesota State University-Moorhead,MN,USA,university,false
Minot State University,ND,USA,university,false
Misericordia University,PA,USA,university,false
Mississippi College,MS,USA,university,false
Mississippi State University,MS,USA,university,false
Mississippi University for Women,MS,USA,university,false
Mississippi Valley State University,MS,USA,university,false
Missouri Baptist University,MO,USA,university,false
Missouri Southern State University,MO,USA,university,false
Missouri State University,MO,USA,university,false
Missouri University of Science & Technology,MO,USA,university,false
Missouri Valley College,MO,USA,university,false
Missouri Western State University,MO,USA,university,false
Mitchell College,CT,USA,university,false
Molloy College,NY,USA,university,false
Monmouth College,IL,USA,university,false
Monmouth University,NJ,USA,university,false
Monroe College,NY,USA,university,false
Monta Vista High School,CA,USA,high_school,false
Montana State University,MT,USA,university,false
Montana State University-Billings,MT,USA,university,false
Montana State University-Northern,MT,USA,university,false
Montana Tech of The University of Montana,MT,USA,university,false
Montclair State University,NJ,USA,university,false
Montreat College,NC,USA,university,false
Montserrat College of Art,MA,USA,university,false
Moody Bible Institute,IL,USA,university,false
Moore College of Art & Design,PA,USA,university,false
Moravian College,PA,USA,university,false
Morehead State University,KY,USA,university,false
Morehouse College,GA,USA,university,false
Morehouse School of Medicine,GA,USA,university,false
Morgan State University,MD,USA,university,false
Morningside College,IA,USA,university,false
Morris College,SC,USA,university,false
Morrisville State College,NY,USA,university,false
Mount Aloysius College,PA,USA,university,false
Mount Angel Seminary,OR,USA,university,false
Mount Carmel College of Nursing,OH,USA,university,false
Mount Holyoke College,MA,USA,university,false
Mount Ida College,MA,USA,university,false
Mount Marty College,SD,USA,university,false
Mount Mary College,WI,USA,university,false
Mount Mercy University,IA,USA,university,false
Mount Olive College,NC,USA,university,false
Mount Saint Mary College,NY,USA,university,false
Mount Saint Mary's College,CA,USA,university,false
Mount Saint Mary's University,MD,USA,university,false
Mount Vernon Nazarene University,OH,USA,university,false
Mount Washington College,NH,USA,university,false
Mountain State University,WV,USA,university,false
Muhlenberg College,PA,USA,university,false
Multnomah University,OR,USA,university,false
Murray State University,KY,USA,university,false
Muskingum University,OH,USA,university,false
Naropa University,CO,USA,university,false
National American University,SD,USA,university,false
National College of Natural Medicine,OR,USA,university,false
National Defense University,DC,USA,university,false
National Graduate School of Quality Management,MA,USA,university,false
National Hispanic University,CA,USA,university,false
National Intelligence University,DC,USA,university,false
National Labor College,MD,USA,university,false
National University,CA,USA,university,false
National University of Health Sciences,IL,USA,university,false
National University of Singapore,SI,SGP,university,false
National-Louis University,IL,USA,university,false
Navajo Technical College,NM,USA,university,false
Naval Postgraduate School,CA,USA,university,false
Nazarene Bible College,CO,USA,university,false
Nazareth College,NY,USA,university,false
Nebraska Christian College,NE,USA,university,false
Nebraska Methodist College,NE,USA,university,false
Nebraska Wesleyan University,NE,USA,university,false
Neumann University,PA,USA,university,false
New College of Florida,FL,USA,university,false
New England College,NH,USA,university,false
New England College of Business & Finance,MA,USA,university,false
New England College of Optometry,MA,USA,university,false
New England Conservatory of Music,MA,USA,university,false
New England Institute of Art,MA,USA,university,false
New England Institute of Technology,RI,USA,university,false
New Hope Christian College,OR,USA,university,false
New Jersey City University,NJ,USA,university,false
New Jersey Institute of Technology,NJ,USA,university,false
New Mexico Highlands University,NM,USA,university,false
New Mexico Institute of Mining & Technology,NM,USA,university,false
New Mexico State University,NM,USA,university,false
New Orleans Baptist Theological Seminary,LA,USA,university,false
New York Chiropractic College,NY,USA,university,false
New York Institute of Technology,NY,USA,university,false
New York Medical College,NY,USA,university,false
New York University,NY,USA,university,false
Newberry College,SC,USA,university,false
Newbury College,MA,USA,university,false
Newman Catholic High School,IA,USA,high_school,false
Newman University,KS,USA,university,false
Niagara University,NY,USA,university,false
Nicholls State University,LA,USA,university,false
Nichols College,MA,USA,university,false
Norfolk State University,VA,USA,university,false
North Carolina A&T State University,NC,USA,university,false
North Carolina Central University,NC,USA,university,false
North Carolina State University,NC,USA,university,false
North Carolina Wesleyan College,NC,USA,university,false
North Central College,IL,USA,university,false
North Central University,MN,USA,university,false
North Dakota State University,ND,USA,university,false
North Greenville University,SC,USA,university,false
North Park University,IL,USA,university,false
Northcentral University,AZ,USA,university,false
Northeast Ohio Medical University,OH,USA,university,false
Northeastern Illinois University,IL,USA,university,false
Northeastern Seminary at Roberts Wesleyan College,NY,USA,university,false
Northeastern State University,OK,USA,university,false
Northeastern State University-Broken Arrow,OK,USA,university,false
Northeastern State University-Muskogee,OK,USA,university,false
Northeastern University,MA,USA,university,false
Northern Arizona University,AZ,USA,university,false
Northern Baptist Theological Seminary,IL,USA,university,false
Northern Highlands Regional High School,NJ,USA,high_school,false
Northern Illinois University,IL,USA,university,false
Northern Kentucky University,KY,USA,university,false
Northern Michigan University,MI,USA,university,false
Northern New Mexico College,NM,USA,university,false
Northern State University,SD,USA,university,false
Northland College,WI,USA,university,false
Northwest Christian University,OR,USA,university,false
Northwest Florida State College,FL,USA,university,false
Northwest Indian College,WA,USA,university,false
Northwest Missouri State University,MO,USA,university,false
Northwest Nazarene University,ID,USA,university,false
Northwest University,WA,USA,university,false
Northwestern College,IA,USA,university,false
Northwestern Health Sciences University,MN,USA,university,false
Northwestern Oklahoma State University,OK,USA,university,false
Northwestern State University of Louisiana,LA,USA,university,false
Northwestern University,IL,USA,university,false
Northwood University,FL,USA,university,false
Norwich University,VT,USA,university,false
Notre Dame College,OH,USA,university,false
Notre Dame Seminary,LA,USA,university,false
Notre Dame de Namur University,CA,USA,university,false
Nova Southeastern University,FL,USA,university,false
Nyack College,NY,USA,university,false
Oak Hills Christian College,MN,USA,university,false
Oakland City University,IN,USA,university,false
Oakland University,MI,USA,university,false
Oakwood University,AL,USA,university,false
Oberlin College,OH,USA,university,false
Oblate School of Theology,TX,USA,university,false
Occidental College,CA,USA,university,false
Oglala Lakota College,SD,USA,university,false
Oglethorpe University,GA,USA,university,false
Ohio Christian University,OH,USA,university,false
Ohio Dominican University,OH,USA,university,false
Ohio Northern University,OH,USA,university,false
Ohio State University,OH,USA,university,false
Ohio State University-Lima,OH,USA,university,false
Ohio State University-Mansfield,OH,USA,university,false
Ohio State University-Marion,OH,USA,university,false
Ohio State University-Newark,OH,USA,university,false
Ohio University,OH,USA,university,false
Ohio University-Zanesville,OH,USA,university,false
Ohio Valley University,WV,USA,university,false
Ohio Wesleyan University,OH,USA,university,false
Oklahoma Baptist University,OK,USA,university,false
Oklahoma Christian University,OK,USA,university,false
Oklahoma City University,OK,USA,university,false
Oklahoma Panhandle State University,OK,USA,university,false
Oklahoma State University,OK,USA,university,false
Oklahoma State University-Center for Health Sciences,OK,USA,university,false
Oklahoma State University-Institute of Technology,OK,USA,university,false
Oklahoma State University-Oklahoma City,OK,USA,university,false
Oklahoma State University-Tulsa,OK,USA,university,false
Oklahoma Wesleyan University,OK,USA,university,false
Old Dominion University,VA,USA,university,false
Olivet College,MI,USA,university,false
Olivet Nazarene University,IL,USA,university,false
Olivet University,CA,USA,university,false
Olympic College,WA,USA,university,false
Oral Roberts University,OK,USA,university,false
Oregon College of Art & Craft,OR,USA,university,false
Oregon Health & Science University,OR,USA,university,false
Oregon Institute of Technology,OR,USA,university,false
Oregon State University,OR,USA,university,false
Otis College of Art & Design,CA,USA,university,false
Ottawa University,KS,USA,university,false
Otterbein University,OH,USA,university,false
Ouachita Baptist University,AR,USA,university,false
Our Lady of Holy Cross College,LA,USA,university,false
Our Lady of the Lake College,LA,USA,university,false
Our Lady of the Lake University,TX,USA,university,false
Ozark Christian College,MO,USA,university,false
Pace University,NY,USA,university,false
Pacific Lutheran University,WA,USA,university,false
Pacific Northwest College of Art,OR,USA,university,false
Pacific Oaks College,CA,USA,university,false
Pacific School of Religion,CA,USA,university,false
Pacific Union College,CA,USA,university,false
Pacific University,OR,USA,university,false
Pacifica Graduate Institute,CA,USA,university,false
Paine College,GA,USA,university,false
Palm Beach Atlantic University,FL,USA,university,false
Palm Beach State College,FL,USA,university,false
Palmer College of Chiropractic,IA,USA,university,false
Palo Alto University,CA,USA,university,false
Pardee RAND Graduate School,CA,USA,university,false
Park University,MO,USA,university,false
Parker University,TX,USA,university,false
Parkland College,IL,USA,university,false
Patten University,CA,USA,university,false
Paul Quinn College,TX,USA,university,false
Paul Smith's College,NY,USA,university,false
Peace College,NC,USA,university,false
Peirce College,PA,USA,university,false
Peninsula College,WA,USA,university,false
Pennridge High School,PA,USA,high_school,false
Pennsylvania College of Art & Design,PA,USA,university,false
Pennsylvania College of Health Sciences,PA,USA,university,false
Pennsylvania College of Technology,PA,USA,university,false
Pennsylvania State University,PA,USA,university,false
Pennsylvania State University-Abington,PA,USA,university,false
Pennsylvania State University-Altoona,PA,USA,university,false
Pennsylvania State University-Beaver,PA,USA,university,false
Pennsylvania State University-Berks,PA,USA,university,false
Pennsylvania State University-Brandywine,PA,USA,university,false
Pennsylvania State University-Dickinson School of Law,PA,USA,university,false
Pennsylvania State University-DuBois,PA,USA,university,false
Pennsylvania State University-Erie (The Behrend College),PA,USA,university,false
Pennsylvania State University-Fayette (The Eberly Campus),PA,USA,university,false
Pennsylvania State University-Great Valley School of Graduate Professional Studies,PA,USA,university,false
Pennsylvania State University-Greater Allegheny,PA,USA,university,false
Pennsylvania State University-Harrisburg,PA,USA,university,false
Pennsylvania State University-Hazleton,PA,USA,university,false
Pennsylvania State University-Lehigh Valley,PA,USA,university,false
Pennsylvania State University-Milton S. Hershey Medical Center,PA,USA,university,false
Pennsylvania State University-Mont Alto,PA,USA,university,false
Pennsylvania State University-New Kensington,PA,USA,university,false
Pennsylvania State University-Schuylkill,PA,USA,university,false
Pennsylvania State University-Shenango,PA,USA,university,false
Pennsylvania State University-Wilkes-Barre,PA,USA,university,false
Pennsylvania State University-Worthington Scranton,PA,USA,university,false
Pennsylvania State University-York,PA,USA,university,false
Pensacola State College,FL,USA,university,false
Pentecostal Theological Seminary,TN,USA,university,false
Pepperdine University,CA,USA,university,false
Peru State College,NE,USA,university,false
Pfeiffer University,NC,USA,university,false
Philadelphia College of Osteopathic Medicine,PA,USA,university,false
Philadelphia College of Textiles & Science,PA,USA,university,false
Philander Smith College,AR,USA,university,false
Phillips Graduate Institute,CA,USA,university,false
Phillips Theological Seminary,OK,USA,university,false
Phillips University,OK,USA,university,false
Piedmont College,GA,USA,university,false
Pine Crest School,FL,USA,university,false
Pine Manor College,MA,USA,university,false
Pittsburg State University,KS,USA,university,false
Pittsburgh Theological Seminary,PA,USA,university,false
Pitzer College,CA,USA,university,false
Plymouth State University,NH,USA,university,false
Point Loma Nazarene University,CA,USA,university,false
Point Park University,PA,USA,university,false
Point University,GA,USA,university,false
Polk State College,FL,USA,university,false
Pomona College,CA,USA,university,false
Pontifical College Josephinum,OH,USA,university,false
Portland State University,OR,USA,university,false
Post University,CT,USA,university,false
Prairie View A&M University,TX,USA,university,false
Pratt Institute,NY,USA,university,false
Presbyterian College,SC,USA,university,false
Prescott College,AZ,USA,university,false
Presentation College,SD,USA,university,false
Princeton Theological Seminary,NJ,USA,university,false
Princeton University,NJ,USA,university,false
Principia College,IL,USA,university,false
Providence College,RI,USA,university,false
Purdue University,IN,USA,university,false
Purdue University College of Technology-Anderson/Muncie,IN,USA,university,false
Purdue University College of Technology-Columbus/Greensburg,IN,USA,university,false
Purdue University College of Technology-Indianapolis,IN,USA,university,false
Purdue University College of Technology-Kokomo,IN,USA,university,false
Purdue University College of Technology-Lafayette,IN,USA,university,false
Purdue University College of Technology-New Albany,IN,USA,university,false
Purdue University College of Technology-Richmond,IN,USA,university,false
Purdue University College of Technology-South Bend/Elkhart,IN,USA,university,false
Purdue University-Calumet,IN,USA,university,false
Purdue University-North Central,IN,USA,university,false
Queens University of Charlotte,NC,USA,university,false
Quincy University,IL,USA,university,false
Quinnipiac University,CT,USA,university,false
Radford University,VA,USA,university,false
Ramapo College of New Jersey,NJ,USA,university,false
Ramaz High School,NY,USA,high_school,false
Randolph College,VA,USA,university,false
Randolph-Macon College,VA,USA,university,false
Ranken Technical College,MO,USA,university,false
Rasmussen College,FL,USA,university,false
Rasmussen College,IL,USA,university,false
Rasmussen College,MN,USA,university,false
Rasmussen College,ND,USA,university,false
Rasmussen College,WI,USA,university,false
Reconstructionist Rabbinical College,PA,USA,university,false
Reed College,OR,USA,university,false
Reformed Theological Seminary,MS,USA,university,false
Regent University,VA,USA,university,false
Regis College,MA,USA,university,false
Regis University,CO,USA,university,false
Reinhardt University,GA,USA,university,false
Rensselaer Polytechnic Institute,NY,USA,university,false
Research College of Nursing,MO,USA,university,false
Resurrection University,IL,USA,university,false
Rhode Island College,RI,USA,university,false
Rhode Island School of Design,RI,USA,university,false
Rhodes College,TN,USA,university,false
Rice University,TX,USA,university,false
Richard Stockton College of New Jersey,NJ,USA,university,false
Richmont Graduate University,TN,USA,university,false
Rider University,NJ,USA,university,false
Ringling College of Art & Design,FL,USA,university,false
Ripon College,WI,USA,university,false
Rivier University,NH,USA,university,false
Roanoke College,VA,USA,university,false
Robert Morris University,PA,USA,university,false
Robert Morris University-Illinois,IL,USA,university,false
Roberts Wesleyan College,NY,USA,university,false
Rochester College,MI,USA,university,false
Rochester Institute of Technology,NY,USA,university,false
Rockford University,IL,USA,university,false
Rockhurst University,MO,USA,university,false
Rocky Mountain College,MT,USA,university,false
Rocky Mountain College of Art & Design,CO,USA,university,false
Roger Williams University,RI,USA,university,false
Rogers State University,OK,USA,university,false
Rollins College,FL,USA,university,false
Roosevelt University,IL,USA,university,false
Rosalind Franklin University of Medicine & Science,IL,USA,university,false
Rose-Hulman Institute of Technology,IN,USA,university,false
Roseman University of Health Sciences,AZ,USA,university,false
Rosemont College,PA,USA,university,false
Rowan University,NJ,USA,university,false
Rush University,IL,USA,university,false
Rust College,MS,USA,university,false
Rutgers University-Camden,NJ,USA,university,false
Rutgers University-New Brunswick,NJ,USA,university,false
Rutgers University-Newark,NJ,USA,university,false
SUNY - Albany,NY,USA,university,false
SUNY - Alfred State University,NY,USA,university,false
SUNY - Binghamton,NY,USA,university,false
SUNY - Buffalo,NY,USA,university,false
SUNY - Buffalo State College,NY,USA,university,false
SUNY - Stony Brook,NY,USA,university,false
Sacred Heart Major Seminary,MI,USA,university,false
Sacred Heart School of Theology,WI,USA,university,false
Sacred Heart University,CT,USA,university,false
Saginaw Valley State University,MI,USA,university,false
Saint Ambrose University,IA,USA,university,false
Saint Andrews Presbyterian College,NC,USA,university,false
Saint Anselm College,NH,USA,university,false
Saint Anthony College of Nursing,IL,USA,university,false
Saint Augustine College,IL,USA,university,false
Saint Augustine's University,NC,USA,university,false
Saint Bonaventure University,NY,USA,university,false
Saint Catharine College,KY,USA,university,false
Saint Catherine University,MN,USA,university,false
Saint Charles Borromeo Seminary,PA,USA,university,false
Saint Cloud State University,MN,USA,university,false
Saint Edward's University,TX,USA,university,false
Saint Francis College,NY,USA,university,false
Saint Francis Medical Center College of Nursing,IL,USA,university,false
Saint Francis University,PA,USA,university,false
Saint Gregory the Great Seminary,NE,USA,university,false
Saint Gregory's University,OK,USA,university,false
Saint John Fisher College,NY,USA,university,false
Saint John Vianney College Seminary,FL,USA,university,false
Saint John's College,IL,USA,university,false
Saint John's College-Annapolis,MD,USA,university,false
Saint John's College-Santa Fe,NM,USA,university,false
Saint John's Seminary,CA,USA,university,false
Saint John's Seminary,MA,USA,university,false
Saint John's University,MN,USA,university,false
Saint John's University,NY,USA,university,false
Saint Johns River State College,FL,USA,university,false
Saint Joseph College,CT,USA,university,false
Saint Joseph Seminary College,LA,USA,university,false
Saint Joseph's College,IN,USA,university,false
Saint Joseph's College,NY,USA,university,false
Saint Joseph's College of Maine,ME,USA,university,false
Saint Joseph's Seminary,NY,USA,university,false
Saint Joseph's University,PA,USA,university,false
Saint Lawrence University,NY,USA,university,false
Saint Leo University,FL,USA,university,false
Saint Louis College of Pharmacy,MO,USA,university,false
Saint Louis University,MO,USA,university,false
Saint Luke's College of Health Sciences,MO,USA,university,false
Saint Martin's University,WA,USA,university,false
Saint Mary Seminary & Graduate School of Theology,OH,USA,university,false
Saint Mary's College,IN,USA,university,false
Saint Mary's College of California,CA,USA,university,false
Saint Mary's College of Maryland,MD,USA,university,false
Saint Mary's Seminary & University,MD,USA,university,false
Saint Mary's University,TX,USA,university,false
Saint Mary's University of Minnesota,MN,USA,university,false
